Gender,Geo-political,Others,Political,Religion,Violence,id
0.006279832,0.0075159753,0.006684847,0.95784605,0.01246457,0.009208766,3273
0.6285092,0.0050290227,0.2832913,0.012642963,0.010563591,0.05996382,3242
0.63801765,0.0059684725,0.2518109,0.016870279,0.0176799,0.06965275,3196
0.0065627643,0.90080327,0.013361125,0.014112161,0.032532576,0.032628026,2471
0.007633155,0.023442991,0.004383352,0.01485768,0.93186575,0.017817078,5238
0.0071177143,0.022063714,0.004119417,0.01768546,0.9322366,0.016776994,5476
0.005834554,0.0072047124,0.006066976,0.95849115,0.013846821,0.008555807,2613
0.28497994,0.030390728,0.5756753,0.015341227,0.0039399527,0.089672916,3155
0.0055217086,0.007636246,0.005786701,0.9580858,0.014350222,0.008619265,4959
0.62988776,0.005365109,0.27303615,0.015164833,0.013072903,0.06347333,5252
0.6367689,0.006242662,0.24742171,0.015817141,0.020468904,0.07328071,7842
0.6360653,0.0062357644,0.25104037,0.01383465,0.018616555,0.074207395,6978
0.1372378,0.15573876,0.16186364,0.07367362,0.07630978,0.39517644,2535
0.63426626,0.0057508275,0.25626674,0.017168801,0.017168801,0.06937858,6829
0.007983842,0.02264412,0.004549056,0.016033582,0.9300443,0.018745154,6949
0.6199235,0.008306979,0.2280571,0.01731323,0.040175926,0.086223245,7346
0.6366156,0.0057721287,0.25923333,0.014286157,0.015937358,0.06815544,2544
0.0069836895,0.90050197,0.014385685,0.013997655,0.030276574,0.033854384,1197
0.5636885,0.005031669,0.36967596,0.007151444,0.0046173194,0.04983515,7440
0.63417023,0.0052353954,0.27063063,0.012657564,0.012268131,0.06503813,845
0.6115638,0.0045969556,0.3123562,0.009286106,0.006954972,0.055241942,2096
0.0082421545,0.022415439,0.004696238,0.015549482,0.93059504,0.018501569,2643
0.6337128,0.0054826904,0.2501119,0.020212138,0.018260147,0.07222028,6666
0.60825616,0.0038500882,0.31555915,0.012525714,0.006347723,0.053461164,6273
0.0062545915,0.007485766,0.006606165,0.95772994,0.012858679,0.009064898,5634
0.63589334,0.0059486,0.25492474,0.016044134,0.018038906,0.069150195,5686
0.635057,0.0058486722,0.2526082,0.01705643,0.018732823,0.070696935,5107
0.16952781,0.119861536,0.14909726,0.043708745,0.099855095,0.41794953,241
0.006378298,0.007255846,0.006684399,0.95778185,0.0128342835,0.009065389,1072
0.13208655,0.18441665,0.13426492,0.044405773,0.09327546,0.4115506,1998
0.3147202,0.02201068,0.57435435,0.013613461,0.0036927504,0.07160861,6354
0.007635164,0.022572871,0.004418894,0.015544423,0.932111,0.017717648,3274
0.19302793,0.10382613,0.18855643,0.047674533,0.0614549,0.40546006,7817
0.29384205,0.030849982,0.5753148,0.013011778,0.0039374856,0.083044,7732
0.629582,0.0053625046,0.2793753,0.0112640755,0.011712786,0.062703386,7679
0.6364438,0.005953749,0.2551454,0.01520343,0.017227745,0.070025876,3331
0.63835764,0.0056981905,0.25591266,0.015733209,0.016488262,0.0678101,4050
0.0033735556,0.02530758,0.002796776,0.6329189,0.32326332,0.012339953,6688
0.5264054,0.0056238086,0.37327734,0.006523732,0.004554299,0.08361541,5837
0.5163612,0.005430977,0.41490787,0.006706361,0.0035340039,0.0530596,6424
0.6351935,0.006839261,0.24488892,0.01493832,0.022867369,0.07527268,5377
0.6385037,0.0058804154,0.24424942,0.017693369,0.020049214,0.07362401,6218
0.005788883,0.0072325785,0.006019486,0.9584471,0.014023086,0.008488836,7981
0.49326733,0.0051477067,0.44216198,0.009105365,0.0028876017,0.047429975,6926
0.63457316,0.0054901335,0.26869518,0.012372207,0.012764944,0.06610431,7527
0.63536763,0.005411784,0.26486063,0.013819475,0.014482685,0.06605792,2376
0.0036719895,0.012229592,0.0030921253,0.8573606,0.11423225,0.009413454,3575
0.40444097,0.009661325,0.5193125,0.008328583,0.002768016,0.055488605,2116
0.0068727154,0.9001481,0.014212498,0.013992154,0.030651342,0.03412316,6391
0.63571405,0.0052481405,0.26500505,0.015425144,0.014044753,0.06456287,236
0.63804865,0.005520202,0.25779495,0.01376979,0.0154817905,0.069384575,2338
0.60595965,0.0049249465,0.31931832,0.009493083,0.0067316038,0.0535723,6852
0.3308543,0.018520266,0.5672162,0.011864528,0.0032690212,0.068275645,6603
0.0063260593,0.0070848507,0.0064760777,0.95738804,0.013803897,0.008921174,3110
0.19115569,0.09859089,0.17034978,0.043578874,0.08285986,0.41346487,2009
0.005926551,0.0070931525,0.0061146794,0.95850986,0.013766193,0.008589461,635
0.0054783975,0.0075763487,0.0056966324,0.95802623,0.014703968,0.008518319,7671
0.007932248,0.02274076,0.004519658,0.015439853,0.93128127,0.018086307,1943
0.009068685,0.0061843055,0.009139812,0.95439464,0.010896275,0.010316387,6398
0.6337963,0.005483412,0.27047107,0.012070809,0.013051657,0.06512685,2736
0.61649215,0.004353241,0.30518574,0.012695316,0.007405112,0.053868484,3922
0.63773847,0.0060598087,0.24974197,0.014536726,0.018959466,0.07296351,7429
0.5104057,0.014143688,0.24489534,0.012384627,0.031134948,0.18703574,7005
0.634152,0.0056606494,0.26642722,0.012856522,0.014454976,0.066448644,3782
0.0076351697,0.022783278,0.004418897,0.015333358,0.9321117,0.017717661,2938
0.4632508,0.0062075644,0.47054595,0.008223687,0.0027545902,0.049017377,5198
0.63762194,0.006058702,0.24775319,0.016087748,0.018956002,0.07352234,6599
0.63078403,0.004891938,0.27342466,0.01667901,0.012492,0.06172844,7631
0.6267772,0.005094141,0.28472638,0.010052071,0.009819214,0.06353104,1866
0.62603337,0.007880597,0.22673427,0.016683225,0.03559539,0.08707305,2625
0.6187393,0.004874093,0.30154946,0.008757159,0.0078498665,0.05823012,7965
0.0075752735,0.021307716,0.0043501137,0.017407842,0.93205285,0.01730614,5298
0.6161398,0.0044888607,0.30501133,0.011462707,0.0074589257,0.055438306,4114
0.5911975,0.0046571335,0.3368542,0.007213109,0.0051954077,0.054882634,3206
0.6352102,0.006325449,0.24489535,0.016406966,0.020102235,0.077059746,7459
0.6224179,0.0050587114,0.29400942,0.010299025,0.008947948,0.059266802,1384
0.0052428255,0.018954035,0.0033325427,0.1921782,0.7660409,0.014251477,2560
0.005352029,0.008003024,0.0056972057,0.9581226,0.014239095,0.008585991,4092
0.18673646,0.109455556,0.15956825,0.042488333,0.08907368,0.41267776,3628
0.6175158,0.0055121495,0.2871715,0.008083033,0.0096741235,0.07204329,6107
0.6351478,0.005326038,0.26893848,0.01287671,0.01307949,0.06463147,1432
0.56486714,0.00424595,0.37044892,0.008577054,0.0041153156,0.047745623,4955
0.0060198144,0.0069558825,0.0061625703,0.95849943,0.013806432,0.008555882,4576
0.0062777395,0.007225634,0.0064770165,0.9575268,0.013605137,0.008887681,6072
0.61647576,0.0044913082,0.30517763,0.010042554,0.0075805173,0.056232102,5968
0.6336363,0.0052309874,0.2704028,0.013253845,0.0127460975,0.064730026,7941
0.62957853,0.004658999,0.28156492,0.014922395,0.010256002,0.059019215,134
0.00651436,0.90117234,0.0133666,0.014566094,0.032143183,0.032237493,2956
0.6349699,0.0059399614,0.25655103,0.01338591,0.016789692,0.07236354,5527
0.30221388,0.024904318,0.5779992,0.014813071,0.0039558574,0.07611373,4441
0.30931234,0.022319157,0.5733745,0.016651105,0.003863367,0.07447947,3683
0.006376766,0.0071137967,0.006579187,0.95755184,0.013420746,0.008957623,6163
0.3160086,0.021504654,0.57221764,0.01366919,0.0035658213,0.07303405,4571
0.62074083,0.005944558,0.27978984,0.0074561457,0.010764204,0.07530441,2667
0.008176221,0.023246437,0.00465867,0.014921342,0.9303911,0.018606214,4283
0.5865236,0.003951965,0.34479943,0.009333293,0.005034934,0.050356857,2144
0.07478646,0.2714287,0.09435449,0.13648291,0.09038606,0.33256137,5225
0.41968447,0.007807839,0.50623614,0.010589001,0.0027408092,0.05294167,1036
0.0085630175,0.02337921,0.00487906,0.014396482,0.9297843,0.018997885,1218
0.62740415,0.0047160233,0.2805925,0.011581436,0.010220581,0.06548528,5738
0.006661248,0.9001459,0.01340363,0.01314438,0.032461252,0.03418353,6060
0.6348858,0.0059391744,0.25651705,0.014247339,0.017456204,0.0709545,2091
0.13863502,0.16964678,0.1339725,0.044255007,0.10012054,0.4133702,713
0.63562405,0.005085952,0.26290554,0.015302937,0.013825052,0.06725649,4821
0.63748634,0.005780024,0.25556335,0.015109828,0.016465755,0.06959475,2070
0.62904257,0.005274843,0.28132522,0.011079941,0.010993717,0.06228365,1552
0.00635263,0.007198473,0.006631544,0.95766103,0.013162666,0.008993708,3562
0.30122697,0.025811829,0.5761117,0.01712735,0.0040050317,0.07571714,6485
0.0068160356,0.8997262,0.014095287,0.01366162,0.031547822,0.034152996,7261
0.6311906,0.004387931,0.27360088,0.01682066,0.011381428,0.06261852,5158
0.63634855,0.0062385416,0.25115216,0.014618808,0.019826043,0.07181589,4482
0.6359803,0.0060431026,0.2549596,0.014724939,0.017215198,0.071076825,4343
0.63536006,0.00508384,0.25872207,0.018741764,0.015905928,0.06618628,22
0.006739238,0.021023527,0.0039003715,0.019730497,0.9322811,0.016325243,5100
0.0053093554,0.007939213,0.005607797,0.95793784,0.014688259,0.008517533,4746
0.6353155,0.005851053,0.25870392,0.0143688,0.016538387,0.06922242,3774
0.6335966,0.0067163003,0.24048615,0.015254125,0.023078755,0.08086804,941
0.251757,0.03983374,0.5673431,0.03936966,0.0053909104,0.09630562,6243
0.007135985,0.007135985,0.007537102,0.95679367,0.011719381,0.00967783,6594
0.63600767,0.006043363,0.25497058,0.014272516,0.017487051,0.07121885,4941
0.0060138344,0.007721916,0.006351875,0.95754725,0.0134075815,0.00895758,2722
0.041633476,0.09575474,0.0296381,0.045725428,0.6238661,0.16338216,4262
0.62787724,0.0057825493,0.27429926,0.010228287,0.0127293095,0.069083326,4517
0.47677407,0.012705598,0.31267607,0.009441999,0.013006903,0.17539538,6604
0.63613445,0.004933432,0.26106906,0.017354423,0.014500164,0.06600859,7650
0.005608723,0.0073151533,0.0058321487,0.958096,0.014562134,0.008585753,4705
0.51971513,0.011572056,0.2552755,0.014975355,0.023013784,0.1754481,7545
0.6343385,0.006122422,0.260332,0.014918212,0.017037133,0.06725169,7258
0.1504877,0.14482865,0.14902526,0.046437163,0.08881341,0.42040777,6669
0.6354445,0.005497672,0.26489267,0.013821147,0.014148905,0.06619508,5025
0.6359985,0.0059495834,0.25496688,0.016299488,0.017623948,0.06916163,2670
0.00753652,0.006625026,0.007685164,0.95671976,0.011718476,0.009714958,4957
0.63699144,0.0051771575,0.25536495,0.018426457,0.015577362,0.06846259,7649
0.0064528417,0.0070870603,0.0066837342,0.9576866,0.013060582,0.009029149,724
0.0067990697,0.008201243,0.0075553395,0.95536965,0.011747739,0.010326926,3030
0.6335381,0.0046883007,0.27461845,0.014783441,0.011334857,0.06103677,4824
0.6352684,0.0050043,0.2607136,0.018886032,0.014593994,0.06553361,3611
0.007745592,0.023875583,0.0045179636,0.014813833,0.9309321,0.01811487,6831
0.0067226184,0.9013694,0.013740139,0.013793916,0.031884443,0.032489505,4022
0.020150468,0.0049236384,0.0158937,0.9309777,0.013383837,0.014670588,948
0.005392944,0.0077552698,0.0056517567,0.957934,0.014781733,0.008484292,7979
0.6029272,0.004675899,0.3227237,0.009669572,0.0068033934,0.053200196,2557
0.30468416,0.046724826,0.2037578,0.027791895,0.067719184,0.3493221,155
0.6214592,0.004972612,0.29585892,0.011471695,0.009217766,0.057019785,6459
0.5373198,0.0043670745,0.39930215,0.008158769,0.0033483524,0.047503915,6439
0.61921984,0.004727802,0.30178365,0.010246107,0.007979676,0.056042854,2394
0.63801914,0.0057848548,0.25577694,0.015360599,0.016351273,0.06870711,6186
0.00625596,0.8999009,0.012490157,0.012686848,0.03644272,0.032223463,4599
0.0078091472,0.0222788,0.004484416,0.016180575,0.9312668,0.017980361,1745
0.63544667,0.0057615303,0.26283216,0.013291713,0.0152986655,0.06736917,151
0.50693434,0.00576508,0.42688152,0.0056757005,0.0032592805,0.051484052,505
0.6363624,0.005336223,0.25711364,0.014965809,0.01593102,0.07029095,277
0.63497853,0.0064227167,0.24866116,0.014028504,0.018877415,0.077031635,3934
0.6378209,0.0059666317,0.24398823,0.016092768,0.020988928,0.07514245,4328
0.0078696925,0.022894345,0.0045191837,0.015378044,0.9311836,0.01815519,703
0.006562811,0.90080965,0.01336122,0.014057241,0.0331259,0.032083217,7911
0.5082607,0.0056462665,0.42799842,0.0060575595,0.003069822,0.048967205,2356
0.63546425,0.00576169,0.260794,0.014039234,0.015908536,0.068032175,7292
0.14542991,0.14315774,0.13920705,0.052210316,0.10122942,0.4187656,7179
0.14902745,0.1412687,0.1459311,0.052723862,0.091455214,0.4195937,6125
0.00625361,0.0073112105,0.006502725,0.9575796,0.013394948,0.008957882,4226
0.59289455,0.0041217036,0.33782116,0.009965002,0.0053757145,0.049821872,341
0.6309569,0.005048608,0.27998543,0.012398183,0.010941359,0.060669474,739
0.16795446,0.11090275,0.15616901,0.056588296,0.09025139,0.4181341,961
0.6363213,0.005171711,0.26114574,0.016180852,0.014504423,0.066675946,3324
0.006108298,0.0073968517,0.0064014415,0.9575095,0.013591612,0.008992285,7917
0.62702537,0.0074148667,0.23799199,0.013322103,0.024791932,0.08945371,4176
0.46935397,0.0062893466,0.4620773,0.0068537416,0.002970877,0.052454755,4121
0.4669035,0.0065057413,0.4669035,0.008754432,0.0029553662,0.047977492,6778
0.27802756,0.034663558,0.5794592,0.017226867,0.004493897,0.08612892,144
0.44998577,0.0061247684,0.1950544,0.23898564,0.030862087,0.07898728,6575
0.023261143,0.031981055,0.0314238,0.84601265,0.017834939,0.049486388,3626
0.2938265,0.050860323,0.18279767,0.027760506,0.093090795,0.35166425,4392
0.36845842,0.013008174,0.52779233,0.006490018,0.0029946517,0.08125636,8038
0.008526281,0.007642909,0.008626786,0.95145947,0.0118839005,0.011860712,5986
0.6240655,0.0065127085,0.24438757,0.012358948,0.021354347,0.09132097,3834
0.6357818,0.005764569,0.25889382,0.0139369415,0.015669724,0.06995305,3606
0.0065082973,0.9003336,0.013147121,0.013940477,0.03430039,0.031770144,2547
0.6064449,0.004215903,0.31957403,0.010272689,0.006086367,0.053406175,5493
0.6384813,0.005438305,0.25199392,0.016109431,0.0166208,0.07135634,2596
0.63845503,0.005788807,0.25395986,0.014667201,0.016881844,0.070247166,5956
0.6320634,0.0052180025,0.27397922,0.011576645,0.011576645,0.06558616,1776
0.0075151264,0.02185218,0.004315574,0.016836658,0.93190455,0.017575875,1102
0.63017863,0.0064745448,0.26892722,0.0118158385,0.0155316265,0.06707215,7784
0.6379899,0.0058756834,0.25179997,0.014656515,0.017957537,0.07172042,2915
0.49630296,0.004570792,0.4379858,0.010544707,0.00268703,0.047908645,7992
0.42238274,0.01502889,0.39064017,0.0074981917,0.0066171307,0.15783289,4560
0.5931775,0.00489698,0.33274242,0.0069058486,0.0054629757,0.056814443,6572
0.6347809,0.006420717,0.25053343,0.015045702,0.020167274,0.07305193,3620
0.6341501,0.0059322924,0.26229587,0.015030751,0.015752092,0.06683893,7044
0.6327137,0.0056478106,0.2742611,0.010717661,0.011771048,0.064888746,3997
0.6288137,0.0051106927,0.28342855,0.010819336,0.010651599,0.061176118,7275
0.0054793674,0.0077877515,0.005787366,0.95819587,0.014129366,0.008620256,4965
0.007932689,0.02293159,0.00455536,0.015053598,0.9313331,0.018193604,4274
0.6358784,0.0055880607,0.2569181,0.014838051,0.016813712,0.06996367,2336
0.6342385,0.005235959,0.24837135,0.017991962,0.01870868,0.07545366,5915
0.63664335,0.006049403,0.2512685,0.014855901,0.018344589,0.072838224,7627
0.50806403,0.0047527933,0.4278328,0.0090192165,0.0031660427,0.047165107,6734
0.34617367,0.017370148,0.54460764,0.0068555987,0.0030900603,0.08190289,2524
0.00535039,0.00781524,0.0056071607,0.9578291,0.014881497,0.008516566,5963
0.007654858,0.0065475465,0.007775404,0.95667666,0.011856075,0.009489483,7773
0.6251278,0.0047729095,0.29071143,0.012974113,0.0090573905,0.057356384,3699
0.00751461,0.021691225,0.0043152776,0.017369917,0.9318405,0.017268438,2972
0.006018663,0.0067934496,0.006089609,0.958316,0.014228068,0.008554244,5984
0.0068183737,0.90003484,0.013935851,0.014100122,0.031713117,0.033397738,2818
0.0068737776,0.9002872,0.014214695,0.0140490895,0.030881437,0.033693787,6237
0.005697203,0.0072301268,0.0058780513,0.9581222,0.01451993,0.008552514,2291
0.63704735,0.0057760435,0.2573904,0.01385601,0.015700916,0.07022932,2673
0.007932039,0.023053199,0.0045549865,0.015081791,0.9312568,0.018121189,3109
0.6310891,0.0049713776,0.27570242,0.012208526,0.0115588,0.06446981,3101
0.60387677,0.0043313103,0.32323197,0.009534651,0.0061560334,0.052869324,5451
0.5892912,0.0045701475,0.3410556,0.009160108,0.0054271845,0.050495755,7865
0.63201517,0.006912203,0.2398859,0.016197402,0.025883377,0.07910597,334
0.0070613306,0.021570632,0.0040867846,0.018531598,0.93210554,0.016644094,290
0.006712356,0.8999935,0.013772861,0.014603976,0.03202286,0.0328945,4002
0.0068227095,0.9006072,0.014164312,0.014786199,0.030428324,0.03319131,7594
0.634871,0.0060325623,0.24861905,0.014584865,0.01947335,0.07641923,6986
0.619313,0.0051127416,0.30182904,0.00925798,0.008106558,0.056380674,2251
0.6148972,0.0052374257,0.30439618,0.00933672,0.007923972,0.058208603,4154
0.006930021,0.90059024,0.0143310055,0.0141640445,0.030279541,0.033705126,1861
0.6361462,0.0059509655,0.25904217,0.0131000485,0.016176399,0.06958421,7319
0.43185034,0.0076066023,0.4970567,0.0079096155,0.0027765362,0.052800283,826
0.16191828,0.1249376,0.16366701,0.0508008,0.07992087,0.41875544,3798
0.63456726,0.0047698664,0.27080005,0.015040639,0.011991443,0.06283067,4757
0.00655467,0.0069774105,0.0067363726,0.9577175,0.012984699,0.00902944,6331
0.6356657,0.0059464704,0.25285035,0.014043686,0.017477648,0.074016064,338
0.6332667,0.0059240283,0.24799079,0.01466211,0.019048443,0.07910796,2580
0.46274224,0.005645847,0.47002938,0.009235988,0.002708907,0.049637586,4200
0.626651,0.0046373345,0.28466904,0.012028331,0.010450395,0.061564,4236
0.16878948,0.11532945,0.15519275,0.049942825,0.092579365,0.41816613,2743
0.0086127855,0.008479256,0.009874608,0.9499153,0.01063537,0.012482674,1584
0.63667595,0.0058635827,0.2592579,0.01569176,0.01631685,0.06619394,1369
0.6235169,0.005479429,0.2578978,0.011690931,0.017687814,0.08372716,6681
0.0057887356,0.007232394,0.0060193324,0.95842266,0.013981706,0.008555196,1368
0.6362071,0.005590949,0.2530657,0.0188402,0.016432714,0.06986325,5430
0.63595337,0.0062346673,0.24904291,0.014496037,0.019204129,0.075068906,6329
0.008768488,0.022108654,0.0049572536,0.014974079,0.93003935,0.01915214,6632
0.6005575,0.0045142244,0.25231314,0.056750942,0.016004315,0.06985986,4167
0.6275844,0.004644242,0.28732908,0.012235947,0.009831861,0.058374446,7565
0.0054783886,0.007576336,0.005741302,0.9580247,0.014660929,0.008518305,866
0.6278346,0.0047935764,0.280785,0.010887217,0.010552252,0.06514736,2711
0.14213598,0.15746467,0.13847949,0.04854268,0.0972958,0.41608137,3582
0.16538292,0.12087863,0.16013816,0.04903053,0.08757725,0.4169925,7415
0.0058801733,0.007176451,0.0060668294,0.958468,0.013819469,0.008589087,4468
0.31519225,0.028526656,0.50367576,0.008269365,0.0050156233,0.13932042,6380
0.6354362,0.005084449,0.2690606,0.01414872,0.012983596,0.06328644,6781
0.027467934,0.7872045,0.06939238,0.014305951,0.018658478,0.08297074,3600
0.005433423,0.0074848565,0.0055622733,0.9576136,0.015357929,0.008547974,453
0.007870219,0.022662306,0.0045194863,0.0156518,0.93124586,0.01805033,2757
0.0079324115,0.022953194,0.0045552007,0.014994386,0.9313006,0.018264174,3709
0.6364789,0.005421249,0.2551595,0.014736484,0.015809938,0.07239398,1305
0.3180932,0.02081725,0.57150996,0.016086323,0.0036174953,0.06987581,173
0.6316643,0.0048987647,0.27595368,0.01439827,0.011751525,0.06133354,7407
0.006876215,0.9006064,0.01427539,0.014728539,0.029898098,0.033615336,3568
0.6360525,0.005589591,0.2651461,0.013834371,0.0142735215,0.06510388,4027
0.41628265,0.00830869,0.51004016,0.010503169,0.0027614045,0.05210388,4344
0.6381591,0.006063806,0.24990669,0.01388019,0.01768382,0.07430639,927
0.6280613,0.0051849633,0.28308943,0.010556062,0.010311531,0.06279676,2013
0.6355056,0.00524642,0.2712005,0.012783701,0.012585507,0.06267826,5949
0.006404298,0.0073713013,0.0068173395,0.95793676,0.01222464,0.009245683,1916
0.00565234,0.0073146713,0.0057863817,0.9580329,0.01476162,0.008452087,3025
0.6265592,0.0055061644,0.28462735,0.010780546,0.01036755,0.062159047,208
0.6332057,0.005564573,0.26602966,0.014546609,0.014433406,0.06622002,6271
0.0051399665,0.007746203,0.005261857,0.95681405,0.016530355,0.00850754,6315
0.0061081788,0.0074838973,0.006351501,0.95749086,0.01353836,0.009027303,67
0.0068197846,0.9002211,0.014048058,0.014213651,0.03165779,0.033039663,66
0.23725873,0.07335591,0.25256062,0.030519629,0.037393432,0.36891177,797
0.6369799,0.0062447307,0.24557762,0.014072719,0.020001367,0.07712365,5829
0.29104045,0.038027365,0.4798446,0.010768092,0.006531178,0.1737882,6700
0.005743943,0.007375369,0.005972756,0.9584654,0.013887074,0.008555578,4504
0.6169961,0.009151568,0.2269802,0.014624164,0.032699596,0.09954841,539
0.6301701,0.0054520397,0.27746013,0.012001747,0.01190835,0.06300761,3103
0.62810385,0.0045050792,0.2638862,0.025622908,0.012833778,0.06504813,4600
0.62163705,0.0046002306,0.2982647,0.010530032,0.008265117,0.056702893,6514
0.2719244,0.038341764,0.580179,0.018360684,0.0047896705,0.086404495,6955
0.6148015,0.0059338575,0.25429296,0.013904841,0.021452276,0.0896146,406
0.58449554,0.00747358,0.2573499,0.012036416,0.018497288,0.12014723,4699
0.4784914,0.006118171,0.40927538,0.009042071,0.003950188,0.09312284,1335
0.62440443,0.004996178,0.28587317,0.010092557,0.00933409,0.06529959,7252
0.49713027,0.0108975675,0.27028504,0.016616806,0.022186348,0.18288401,1169
0.6336748,0.0061160163,0.24051583,0.017697278,0.022991616,0.07900449,5179
0.15127021,0.1263293,0.14958088,0.06067268,0.09752443,0.41462252,63
0.6334878,0.0055670524,0.25998288,0.017554376,0.015983442,0.067424364,5950
0.007179118,0.89722043,0.014730594,0.014788249,0.02952505,0.036556616,3279
0.63534236,0.0058513004,0.25871485,0.014710169,0.01615596,0.069225356,96
0.5979907,0.0040292297,0.33024183,0.010369696,0.0054219207,0.051946577,4057
0.63173664,0.006002779,0.25524467,0.012707884,0.017369619,0.07693831,2476
0.63832504,0.0058787703,0.24997167,0.016231805,0.018393045,0.07119967,6368
0.63567585,0.0063300855,0.24699701,0.016164439,0.021247756,0.073584825,364
0.19537282,0.069120206,0.157909,0.08909947,0.10895393,0.3795446,7566
0.62916446,0.0051940703,0.28358665,0.010910277,0.010410659,0.060733903,5042
0.006630714,0.006787957,0.006761493,0.9575412,0.013459973,0.00881865,8033
0.34982198,0.03305092,0.25593525,0.022893703,0.03436752,0.3039306,967
0.0054774103,0.0076046316,0.005695606,0.9578536,0.014918255,0.008450505,1190
0.3146508,0.021245623,0.56975895,0.017476173,0.0037208917,0.07314757,7526
0.008241869,0.022812152,0.004696075,0.0150411455,0.93056273,0.01864603,3838
0.63938916,0.0057972767,0.24843985,0.016774977,0.018280333,0.071318366,925
0.0065040044,0.0070600295,0.0067367274,0.95776796,0.012759118,0.009172116,6482
0.63573056,0.005947077,0.25887293,0.014045118,0.016809804,0.0685945,251
0.6278765,0.0043648924,0.27429894,0.022080334,0.010887943,0.060491312,4741
0.006327885,0.007254956,0.006605712,0.9576643,0.013188445,0.008958675,1487
0.05259951,0.20441017,0.031225102,0.010665387,0.6007949,0.1003049,5673
0.6360718,0.006043972,0.25104293,0.015923746,0.01913282,0.07178466,4250
0.00578126,0.0078712385,0.006106227,0.9571849,0.014031999,0.009024419,83
0.008308347,0.0224854,0.004733953,0.015162468,0.9307686,0.018541196,3363
0.0667833,0.4123059,0.0859191,0.036881242,0.08198458,0.3161259,4316
0.006253791,0.0073687667,0.0065283654,0.9576074,0.013213444,0.009028402,1135
0.6355576,0.005329475,0.26287803,0.014041297,0.014151422,0.068042174,6713
0.007565363,0.0065986267,0.007714576,0.9566371,0.011995335,0.009489091,3764
0.63566405,0.0064296504,0.23939328,0.017477602,0.022706222,0.078329176,7380
0.63659483,0.005955162,0.25520596,0.014971276,0.017366983,0.069905825,5348
0.28664136,0.029627427,0.57903147,0.019968765,0.004352419,0.080378555,4935
0.53019196,0.0046592946,0.4065123,0.0072164573,0.0031526368,0.04826732,3152
0.45947266,0.0062052268,0.47405788,0.008819405,0.0027321244,0.048712652,2556
0.005874216,0.007997799,0.0063267797,0.957497,0.013134733,0.009169521,5941
0.61572564,0.004347828,0.3048063,0.011544845,0.007630676,0.05594472,1759
0.6350156,0.0054939613,0.25858182,0.018731603,0.015897304,0.06627972,2813
0.007995799,0.022196006,0.004555869,0.015655015,0.9314372,0.018160133,5304
0.0064796684,0.0072004106,0.0068706796,0.9579188,0.01239269,0.009137797,4078
